#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X
#  ========================;==========;==========;==========;========;==========;==========;==========;==========;;==========;X
########################################;;;;;;;;;;;X
#  Division Description;;;;;;;;;;;X
########################################;;;;;;;;;;;X
NAME_TACTICAL_BOMBER;Tactical Bombers;Bombardiers tactiques;Bomb. tattico;Bomb. Táctico;Taktische Bomber;Bombowiec taktyczny;;;;;X
NAME_NAVAL_BOMBER;Naval Bomber;Bombardiers navals;Bomb. navale;Bomb. naval;Marinebomber;Bombowiec okrêtowy;;;;;X
NAME_TRANSPORT_PLANE;Transport Planes;Avions de transport;Aerei da trasporto;Aviones de transporte;Transportflugzeuge;Samoloty transportowe;;;;;X
NAME_BATTLESHIP;Battleship;Cuirassés;Corazzata;Acorazado;Schlachtschiff;Pancernik;;;;;X
NAME_LIGHT_CRUISER;Light Cruiser;Croiseur léger;Incrociatore leggero;Crucero ligero;Leichter Kreuzer;Lekki kr¹¿ownik;;;;;X
NAME_HEAVY_CRUISER;Heavy Cruiser;Croiseur lourd;Incrociatore pesante;Crucero pesado;Schwerer Kreuzer;Ciê¿ki kr¹¿ownik;;;;;X
NAME_BATTLECRUISER;Battlecruiser;Croiseur de bataille;Incrociatore da guerra;Crucero de batalla;Schlachtkreuzer;Kr¹¿ownik liniowy;;;;;X
NAME_DESTROYER;Destroyers;Destroyers;Cacciatorpediniere;Destructores;Zerstörer;Niszczyciel;;;;;X
NAME_CARRIER;Carrier;Porte-avions;Portaerei;Portaaviones;Flugzeugträger;Lotniskowiec;;;;;X
NAME_SUBMARINE;Submarines;Sous-marins;Sottomarino;Submarinos;U-Boote;Okrêt podwodny;;;;;X
NAME_TRANSPORT;Transports;Transports;Trasporto navale;Transportes;Transporter;Transportowiec;;;;;X
NAME_FLYING_BOMB;Flying Bomb;Bombes volantes;Bomba volante;Bomba vol.;Flugbombe;Lataj¹ca bomba;;;;;X
NAME_FLYING_ROCKET;Strategic Rocket;Fusées;Razzo;Cohete;Rakete;Rakieta niekierowana;;;;;X
NAME_BALLISTIC_MISSILE;Missile;Missiles;Missile;Misil;Rakete;Rakieta balistyczna;;;;;X
NAME_ICBM;ICBM;ICBM;Missile intercontinental;ICBM;ICBM;ICBM;;;;;X
NAME_ARTILLERY;Artillery Brigade;Brigade d’artillerie;Brigata artiglieri;Brigada artilleros;Artilleriebrigade;Artyleria;;;;;X
NAME_SP_ARTILLERY;Self-Propelled Artillery;Artillerie AM;Artiglieria a propulsione;Artillería autopropulsada;Selbstangetrieb. Artillerie;Artyleria samobie¿na;;;;;X
NAME_ROCKET_ARTILLERY;Rocket Artillery;Lance-roquettes;Lanciamissili;Artillería lanzacohetes;Raketenartillerie;Artyleria rakietowa;;;;;X
NAME_SP_ROCKET_ARTILLERY;Self-Propelled Rocket Artillery;Lance-roquettes AM;Artiglieria lanciamissili a propulsione;Artillería lanzac. autopropulsada;Selbstangetrieb. Raketenartillerie;Samobie¿na artyleria rakietowa;;;;;X
NAME_TANK_DESTROYER;Tank Destroyer;Chasseur de chars;Distruttore di carro;Cazacarros;Jagdpanzer;Niszczyciel czo³gów;;;;;X
NAME_HEAVY_ARMOR;Heavy Armored;Blindé lourd;Corazzato pesante;Blindada pesada;Schwere Panzer;Ciê¿ki czo³g;;;;;X
NAME_SUPER_HEAVY_ARMOR;Super Heavy Armored;Blindé ultra lourd;Corazzato ultra-pesante;Blindada superpesada;Superschwere Panzer;Bardzo ciê¿ki czo³g;;;;;X
NAME_ARMORED_CAR;Armored Car;Véhicule blindé;Vetture corazzate;Vehículo blindado;Panzerwagen;Pojazd pancerny;;;;;X
NAME_POLICE;Police;Police;Polizia;Policía;Polizei;Policja;;;;;X
NAME_ANTITANK;Anti-tank Brigade;Brigade antichar;Brigata anticarro;Brigada anticarro;Panzerabwehrbrigade;Brygada przeciwpancerna;;;;;X
NAME_ANTIAIR;Anti-aircraft Brigade;Brigade DCA;Brigata contraerea;Brigada antiaérea;Flugabwehrbrigade;Brygada przeciwlotnicza;;;;;X
NAME_ENGINEER;Engineer Brigade;Brigade de génie;Brigata genieri;Brigada ingenieros;Pionierbrigade;Brygada in¿ynieryjna;;;;;X
NAME_CAS;Close Air Support;Bombardier en piqué;Supporto aereo ravvicinato;Apoyo aéreo proxim.;Sturzkampfbomber;Bezpoœrednie wsparcie z powietrza;;;;;X
NAME_CAG;Carrier Air Group;Escadrille aéro-navale;Squadroni aerei in dotazione alle portaerei;Grupo aeronaval embarcado;Flugzeugträgerstaffel;Lotnicza grupa pok³adowa;;;;;X
SNAME_ARTILLERY;Art;Art;A;Art;Art.;Art.;;;;;X
SNAME_SP_ARTILLERY;SP Art;Art. AM;Art AP;Art APr;SA Art.;Art. s-b.;;;;;X
SNAME_ROCKET_ARTILLERY;R Art;Art. R;Art L;Art LCo;Rak-Art.;Art. rak.;;;;;X
SNAME_SP_ROCKET_ARTILLERY;SP R Art;Art. R AM;Art S L;A LCo APr;SA Rak-Art.;S-b. art. rak.;;;;;X
SNAME_TANK_DESTROYER;SP AT;AC AM;AC S;CCa APr;JP;Niszcz. cz.;;;;;X
SNAME_HEAVY_ARMOR;H Arm;Blind. Ld;Cor P;Bli P;Schw. Pz.;C. cz.;;;;;X
SNAME_SUPER_HEAVY_ARMOR;SH Arm;Blind. ULd;Cor UP;Bli SPe;Superschw. Pz;B.c. cz.;;;;;X
SNAME_ARMORED_CAR;AC;V bl.;AC;Veh bli;PW;P.p.;;;;;X
SNAME_ANTITANK;AT;(AC);AC;ACa;PA;P-panc.;;;;;X
SNAME_ANTIAIR;AA;(DCA);CA;AA;FLAK;P-lot.;;;;;X
SNAME_ENGINEER;Eng;(Génie);G;Ing;PIO;In¿.;;;;;X
SNAME_POLICE;Pol;Pol.;Pol;Pol;POL;Pol.;;;;;X
SNAME_CAS;CAS;BEP;CAS;AAP;Stuka;CAS;;;;;X
SNAME_CAG;CAG;EAN;CAG;GAE;CAG;CAG;;;;;X
SNAME_INFANTRY;Inf;(Infanterie);Fan;Inf;Inf.;Piech.;;;;;X
SNAME_CAVALRY;Cav;(Cav.);Cav;Cab;Kav.;Kaw.;;;;;X
SNAME_MOTORIZED;Mot;(Inf. mot.);Mot;Mot;Mot.;Zmot.;;;;;X
SNAME_MECHANIZED;Mec;(Inf méca.);Mec;Mec;Mech.;Zmech.;;;;;X
SNAME_LIGHT_ARMOR;L Arm;Blindé Lg.;Cor L;Bli L;L. Pz.;L. cz.;;;;;X
SNAME_ARMOR;Arm;Bl.;Cor;Bli;Pz.;Cz.;;;;;X
SNAME_PARATROOPER;Par;(Paras);Par;Par;FJ;Spad.;;;;;X
SNAME_MARINE;Mar;(Amph.);Mar;Mar;Mar.;Mor.;;;;;X
SNAME_BERGSJAEGER;Mtn;(inf. Alp.);Alp;Mon;Geb.;Gór.;;;;;X
SNAME_GARRISON;Gar;Gar;Pres;Gua;Garn.;Gar.;;;;;X
SNAME_HQ;HQ;QG;QG;EM;HQ;HQ;;;;;X
SNAME_INTERCEPTOR;Int F;C int.;C Int;Ca Int;AJ;Myœl. przechw.;;;;;X
SNAME_MULTI_ROLE;Ftr;Cha.;Fig;Ca;MZJ;Myœl.;;;;;X
SNAME_ESCORT;Esc F;C. esc;C Sc;Ca Esc;BJ;Myœl. esk.;;;;;X
SNAME_STRATEGIC_BOMBER;Str;(Bom. strat.);Str;Est;Strat. Bomber;Strat.;;;;;X
SNAME_TACTICAL_BOMBER;Tac;(Bomb tac.);Tat;Tác;Takt. Bomber;Takt.;;;;;X
SNAME_NAVAL_BOMBER;Nav;(Bom. nav.);Nav;Nav;MaBo;Okr.;;;;;X
SNAME_TRANSPORT_PLANE;Tra;(Av. transp.);Trs;A Tra;Transp.;Trn.;;;;;X
SNAME_BATTLESHIP;BB;(Cuir.);CO;Aco;Schlachtschiff;BB;;;;;X
SNAME_CRUISER;CA;(Croiseur);IN;Cru;Schwerer Kr.;CA;;;;;X
SNAME_LIGHT_CRUISER;CL;CA;IL;Cru L;Leichter Kr.;CL;;;;;X
SNAME_HEAVY_CRUISER;CA;BEP;IN;Cru P;Schwerer Kr.;CA;;;;;X
SNAME_BATTLECRUISER;BC;CC.;IN G;Cru Bat;Schlachtkr.;BC;;;;;X
SNAME_DESTROYER;DD;(Destr.);CT;Des;Zerstörer;DD;;;;;X
SNAME_CARRIER;CV;(Porte-av.);PA;PAv;Träger;CV;;;;;X
SNAME_SUBMARINE;SS;(S-M);SM;Sub;SS;SS;;;;;X
SNAME_TRANSPORT;TP;(Cargo);TR;B Tra;TP;TP;;;;;X
SNAME_FLYING_BOMB;V1;(V1);V1;V1;V1;V1;;;;;X
SNAME_FLYING_ROCKET;V2;(V2);V2;V2;V2;V2;;;;;X
SNAME_MILITIA;Mil;(Milice);Mil;Mil;Miliz;Boj.;;;;;X
SDESC_INFANTRY;Infantry Division;Division d’infanterie;Divisione di fanteria;División infant.;Infanteriedivision;Dywizja piechoty;;;;;X
SDESC_CAVALRY;Cavalry Division;Division de cavalerie;Divisione di cavalleria;División caball.;Kavalleriedivision;Dywizja kawalerii;;;;;X
SDESC_MOTORIZED;Motorized Infantry Division;Division d’infanterie motorisée;Divisione di fanteria motorizzata;División infant. motorizada;Motorisierte Infanteriedivision;Zmotoryzowana dywizja piechoty;;;;;X
SDESC_MECHANIZED;Mechanized Infantry Division;Division d’infanterie mécanisée;Divisione di fanteria meccanizzata;División infant. mecanizada;Mechanisierte Infanteriedivision;Zmechanizowana dywizja piechoty;;;;;X
SDESC_LIGHT_ARMOR;Light Armored Division;Division blindée légère;Divisione corazzata leggera;División blindada ligera;Leichte Panzerdivision;Lekka dywizja pancerna;;;;;X
SDESC_ARMOR;Armored Division;Division blindée;Divisione corazzata;División blindada;Panzerdivision;Dywizja pancerna;;;;;X
SDESC_PARATROOPER;Paratroop Division;Division parachutiste;Divisione paracadutisti;División paracaidista;Fallschirmjägerdivision;Dywizja spadochroniarzy;;;;;X
SDESC_MARINE;Marine Division;Division d'assaut amphibie;Divisione marine;Div. inf. marina;Marineinfanteriedivision;Dywizja piechoty morskiej;;;;;X
SDESC_BERGSJAEGER;Mountain Division;Division alpine;Divisione alpini;Div. inf. montaña;Gebirgsjägerdivision;Dywizja strzelców górskich;;;;;X
SDESC_GARRISON;Garrison Division;Garnison;Divisione presidio;División de guarnición;Garnisonsdivision;Dywizja garnizonowa;;;;;X
SDESC_HQ;HQ Division;QG;Divisione QG;División de EM;Hauptquartier;Dywizja dowodzenia;;;;;X
SDESC_CAS;CAS Division;Division BEP;Divisione CAS;División AAP;Stuka-Geschwader;Dywizja CAS;;;;;X
SDESC_INTERCEPTOR;Interceptor Wing;Escadrille intercepteurs;Squadrone Intercettori;Escuadr. de interceptores;Abfangjägergeschwader;Eskadra myœliwców przechwytuj¹cych;;;;;X
SDESC_MULTI_ROLE;Fighter Wing;Escadrille de chasseurs;Squadrone Caccia;Escuadr. de cazas;Mehrzweckjägergeschwader;Eskadra myœliwców;;;;;X
SDESC_ESCORT;Escort Fighter Wing;Escadrille de chasseurs d’escorte;Squadrone Caccia di scorta;Escuadr. de cazas de escolta;Begleitjägergeschwader;Eskadra myœliwców eskortuj¹cych;;;;;X
SDESC_STRATEGIC_BOMBER;Strategic Bombing Wing;Escadrille de bomb. stratégique;Squadrone di bombardieri strategici;Escuadr. bombard. estrat.;Strategisches Bombergeschwader;Eskadra bombowców strategicznych;;;;;X
SDESC_TACTICAL_BOMBER;Tactical Bombing Wing;Escadrille de bomb. tactique;Squadrone di bombardieri tattici;Escuadr. bombard. táct.;Taktisches Bombergeschwader;Eskadra bombowców taktycznych;;;;;X
SDESC_TRANSPORT_PLANE;Transport Wing;Escadrille de transport;Squadrone di trasporto;Escuadr. av. transp.;Transportgeschwader;Eskadra samolotów transportowych;;;;;X,,,,,,,,,,,,,,,,
SDESC_NAVAL_BOMBER;Naval Bomber Wing;Escadrille de bombardiers navals;Squadrone di bombardieri navali;Escuadr. bomb. navales;Marinebombergeschwader;Eskadra bombowców okrêtowych;;;;;X,,,,,,,,,,,,,,,,
SDESC_BATTLESHIP;Battleship;Cuirassés;Corazzata;Acorazado;Schlachtschiff;Pancernik;;;;;X,,,,,,,,,,,,,,,,
SDESC_CRUISER;Cruiser;Croiseurs;Incrociatore;Crucero;Kreuzer;Kr¹¿ownik;;;;;X,,,,,,,,,,,,,,,,
SDESC_LIGHT_CRUISER;Light Cruiser;Croiseur léger;Incrociatore leggero;Crucero ligero;Leichter Kreuzer;Lekki kr¹¿ownik;;;;;X,,,,,,,,,,,,,,,,
SDESC_HEAVY_CRUISER;Heavy Cruiser;Croiseur lourd;Incrociatore pesante;Crucero pesado;Schwerer Kreuzer;Ciê¿ki kr¹¿ownik;;;;;X,,,,,,,,,,,,,,,,
SDESC_BATTLECRUISER;Battlecruiser;Croiseur CC;Incrociatore da guerra;Crucero de batalla;Schlachtkreuzer;Kr¹¿ownik liniowy;;;;;X,,,,,,,,,,,,,,,,
SDESC_DESTROYER;Destroyer Flotilla;Flottille de destroyers;Flotta di cacciatorpediniere;Flotilla destruct.;Zerstörerflottille;Flotylla niszczycieli;;;;;X,,,,,,,,,,,,,,,,
SDESC_CARRIER;Carrier;Porte-avions;Portaerei;Portaav.;Flugzeugträger;Lotniskowiec;;;;;X,,,,,,,,,,,,,,,,
SDESC_SUBMARINE;Submarine Flotilla;Flottille sous-marine;Flotta di sommergibili;Flotilla submarinos;U-Boot-Flottille;Flotylla okrêtów podwodnych;;;;;X,,,,,,,,,,,,,,,,
SDESC_TRANSPORT;Transport Flotilla;Flottille de cargos;Flotta di trasporto;Flotilla transportes;Transportflottille;Flotylla transportowców;;;;;X,,,,,,,,,,,,,,,,
SDESC_MILITIA;Militia Division;Division de milice;Divisione di miliziani;División milicia;Milizdivision;Dywizja milicji;;;;;X,,,,,,,,,,,,,,,,
SDESC_FLYING_BOMB;Flying Bomb Battery;Batterie de bombes volantes;Batteria di bombe volanti;Batería bombas vol.;Flugbomben-Batterie;Bateria lataj¹cych bomb;;;;;X,,,,,,,,,,,,,,,,
SDESC_FLYING_ROCKET;Strategic Rocket Battery;Batterie de roquettes volantes;Batteria di razzi volanti;Batería cohetes vol.;Flugraketenbatterie;Bateria rakiet niekierowanych;;;;;X,,,,,,,,,,,,,,,,
LDESC_INFANTRY;Infantry will most likely make up the bulk of your army. They are relatively cheap to build and require no regular fuel supply to manoeuvre, but their lack of motorized transport means their speed of advance is limited. However, Infantry are able to occupy large areas of land, securing ground captured by other forces.;Vos armées seront majoritairement constituées d’unités d’infanterie. La création de ces unités est assez peu coûteuse et leurs manoeuvres ne nécessitent pas d’apport régulier en carburant, toutefois l’absence de moyens de transport motorisés implique une progression à vitesse limitée. Quoi qu’il en soit l’infanterie est capable d’occuper de vastes zones géographiques ce qui permet de sécuriser les terres préalablement conquises par d’autres unités armées.;Solitamente, la fanteria costituisce la maggior parte del tuo esercito. Relativamente economica da creare, non richiede un rifornimento regolare di carburante. D'altro canto, la mancanza di trasporto motorizzato ne limita la rapidità negli spostamenti. I fanti possono occupare grandi porzioni di terreno, assicurando il controllo sul territorio catturato da altri corpi del tuo esercito.;Probablemente, la infantería será el grueso de tu ejército. Es relativamente barata de formar y transportar y no precisa de un abastecimiento regular de combustible para maniobrar, aunque la falta de transporte motorizado comporta que su velocidad de avance sea limitada. Sin embargo, la infantería es bien capaz de ocupar grandes áreas de tierra, asegurando el terreno capturado por otros brazos de tu ejército.;Die Infanterie macht wahrscheinlich den größten Teil Ihrer Armee aus. Sie ist kostengünstig in der Anschaffung und benötigt keine reguläre Treibstoffversorgung zu ihrer Funktion. Allerdings ist ihre Geschwindigkeit durch das Fehlen einer motorisierten Transportmöglichkeit eingeschränkt. Jedoch kann die Infanterie große Landstriche absichern, die durch andere Truppeneinheiten eingenommen wurden.;Piechota bêdzie zapewne podstawow¹ formacj¹, sk³adaj¹c¹ siê na Twoje wojska. Jest wzglêdnie tania w budowie i nie wymaga sta³ych dostaw paliwa, ale brak zmotoryzowanego œrodka lokomocji czyni j¹ bardzo powoln¹. Piechota jest jednak w stanie zajmowaæ du¿e obszary l¹du, zabezpieczaj¹c w ten sposób ziemie zdobyte przez inne wojska Twoich si³.;;;;;X
LDESC_CAVALRY;Cavalry are able to move fairly rapidly over most types of terrain and do not require a supply of fuel to operate, but they are lightly armed when compared with Armoured units, and the automatic weapons of the time can inflict devastating casualties to both men and horses. That is not to say that Cavalry can't prove useful in some instances as a mobile reserve.;La cavalerie est en mesure de se déplacer rapidement sur tous types de terrain sans avoir besoin d’être réapprovisionnée en carburant. Ses soldats sont néanmoins peu équipés par rapport aux unités blindées dont les armes puissantes peuvent causer des dommages irréparables aussi bien aux hommes qu’à leurs chevaux. Cela ne signifie pas pour autant que la cavalerie ne peut pas vous être utile en tant que réserve mobile.;La cavalleria riesce a spostarsi rapidamente attraverso quasi tutti i tipi di territorio e non richiede un rifornimento di carburante. Confrontata con le unità corazzate, la cavalleria possiede armi più leggere e le armi tecnologicamente più avanzate possono uccidere facilmente sia gli uomini che i cavalli. Ciò non significa che la cavalleria non possa tornare utile in alcune situazioni (per esempio come riserva mobile).;La caballería puede moverse con bastante rapidez por casi todos los tipos de terreno y no precisa de abastecimiento de combustible para funcionar, aunque va armada ligeramente en comparación con las unidades blindadas y las armas modernas pueden infligir bajas devastadoras tanto en hombres como en caballos. Eso no quiere decir que, en algunos casos, la caballería no pueda resultar útil como reserva móvil.;Die Kavallerie bewegt sich recht schnell in den meisten Geländearten und verbraucht zu ihrer Funktion keinen Treibstoff. Da sie aber im Vergleich zu den Panzereinheiten nur leicht bewaffnet ist können die heutigen, modernen Waffen sowohl vernichtende Menschen- als auch Tieropfer fordern. Das heißt aber nicht, dass die Kavallerie in einigen Situationen nicht als mobile Reserve eingesetzt werden könnte.;Kawaleria jest w stanie poruszaæ siê wzglêdnie szybko po wiêkszoœci rodzajów terenu i nie wymaga do tego paliwa. Jej lekkie uzbrojenie, w porównaniu z jednostkami pancernymi, czyni j¹ bardzo podatn¹ na ataki nowoczesn¹ broni¹, powoduj¹c¹ du¿e straty wœród ludzi i koni. Nie znaczy to, ¿e nie mo¿e byæ ona u¿yteczna, na przyk³ad jako mobilna rezerwa.;;;;;X,,,
LDESC_MOTORIZED;Motorized Infantry make use of wheeled vehicles, such as trucks, to manoeuvre more rapidly than basic Infantry. But they are limited to roads and so their performance may suffer in provinces with low infrastructure levels.;L’infanterie motorisée utilise des véhicules à roues tels que les camions pour manoeuvrer plus rapidement que l’infanterie ordinaire. Leur champ d’action se limite de ce fait à la circulation sur route et leurs performances risquent d’être amoindries dans les provinces à infrastructure réduite.;La fanteria motorizzata fa uso di veicoli su ruote (per esempio le camionette) per spostarsi più rapidamente della controparte a piedi. Ciononostante, i suoi spostamenti possono avvenire solo su strade asfaltate e le sue prestazioni calano nelle province con infrastrutture scadenti.;La infantería motorizada hace uso de vehículos rodados, como camiones, para maniobrar más rápidamente que la infantería regular. Sin embargo, se ve limitada al depender de las carreteras y su rendimiento puede sufrir mucho en provincias con niveles bajos de infraestructuras.;Die motorisierte Infanterie verwendet bereifte Fahrzeuge wie LKWs um sich schneller als die einfache Infanterie bewegen zu können. Sie ist aber auf gute Straßen angewiesen und ihre Leistung kann in Provinzen mit niedriger Infrastruktur sinken.;Piechota zmotoryzowana korzysta z pojazdów, takich jak ciê¿arówki i przemieszcza siê sprawniej ni¿ zwyk³a piechota. Jest jednak ograniczona do korzystania z dróg, a jej wydajnoœæ w prowincjach o niskim poziomie infrastruktury znacznie spada.;;;;;X,,,,,,,,,,,,
LDESC_MECHANIZED;Mechanized Infantry are equipped with all-terrain vehicles, such as the halftrack, which does not limit them to roads as with Motorized Infantry and allows them to work well with armoured units. However, the specialist equipment they require means their cost is high.;L’infanterie mécanisée est équipée de véhicules tout-terrain tels que les half-tracks, leur action ne se limite donc pas aux routes et permet d’oeuvrer efficacement avec des unités blindées. L’équipement spécial que requièrent ces troupes implique néanmoins un coût de création élevé.;La fanteria meccanizzata è equipaggiata con veicoli adatti a qualsiasi tipo di terreno (per esempio i cingolati), che le permettono di superare i limiti della fanteria motorizzata e di lavorare bene con le unità corazzate. In ogni caso, lo speciale equipaggiamento di cui necessita ne incrementa notevolmente il costo.;La infantería mecanizada está equipada con vehículos todoterreno, como los semiorugas, lo que no les limita a las carreteras, como la infantería motorizada, y les permite trabajar bien con las unidades blindadas. Sin embargo, el equipo especial que necesita comporta que su coste sea elevado.;Die mechanisierte Infanterie ist mit Geländefahrzeugen wie Halbkettenfahrzeugen und Jeeps ausgestattet, weswegen sie nicht wie die motorisierte Infanterie auf Straßen beschränkt ist und deswegen gut mit Panzereinheiten zusammenarbeiten kann. Trotzdem benötigt sie Spezialausrüstung, was ihre Gesamtkosten wiederum in die Höhe treibt. ;Piechota zmechanizowana jest wyposa¿ona w pojazdy terenowe, takie jak wozy g¹sienicowe, co nie ogranicza jej zdolnoœci przemieszczania siê tak, jak to ma miejsce w przypadku piechoty zmotoryzowanej. Mo¿e ona wspó³dzia³aæ z jednostkami pancernymi. Wymagania sprzêtowe piechoty zmiechanizowanej powoduj¹, ¿e koszt jej budowy jest wysoki.;;;;;X,,,
LDESC_LIGHT_ARMOR;Armoured units allow real projection of power on the battlefield. Their speed and firepower make them lethal against all but the best entrenched Infantry. However, as tanks become heavier, their speeds will reduce accordingly.  They also require a constant supply of fuel to remain in the field and if this vital supply is severed, the armoured unit will be almost useless.;Les unités blindées vous permettent de manifester directement votre puissance sur le champ de bataille. Leur vitesse et leur puissance de feu sont fatales aux unités d’infanteries non retranchées. Toutefois, le poids croissant des chars réduit d’autant leur vitesse. D’autre part ils nécessitent un réapprovisionnement constant en carburant pour rester opérationnels. Si cette ressource vitale venait à s’épuiser les unités blindées deviendraient totalement inutiles.;Le unità corazzate permettono di far sentire la vera potenza militare sul campo di battaglia. La loro velocità e la potenza di fuoco le rendono letali contro qualsiasi unità, a parte la fanteria trincerata. Man mano che i carri armati diventano più pesanti, la loro rapidità di movimento si riduce di conseguenza. Queste unità richiedono un rifornimento regolare di carburante per rimanere in campo: qualora venisse a mancare, diverrebbero quasi inutili.;Las unidades blindadas permiten toda una 'proyección de poder' en el campo de batalla. Su velocidad y potencia de fuego las hace letales contra todo, excepto la infantería mejor atrincherada. Sin embargo, a medida que los tanques se hacen más pesados, su velocidad se reduce en consonancia.  También necesitan de un suministro constante de combustible para permanecer en el campo de batalla y, si el abastecimiento se ve cortado, los tanques serán prácticamente inútiles.;Panzereinheiten bedeuten eine echte Machtprojektion auf dem Schlachtfeld. Ihre Geschwindigkeit und Feuerkraft nützt sogar der besten verschanzten Infanterie nichts. Je schwerer die Panzer, desto langsamer sind sie. Sie müssen im Feld ständig mit Treibstoff versorgt werden und wenn dies nicht gewährleistet ist, ist Ihre Panzerdivision so gut wie nichts mehr wert.;Jednostki pancerne umo¿liwiaj¹ prawdziwy pokaz si³y na polu walki. Ich szybkoœæ i si³a ognia czyni¹ je zabójczymi dla ka¿dego rodzaju piechoty, za wyj¹tkiem jednostek najlepiej okopanych. Jednak wraz ze wzrostem masy czo³gów, maleje ich prêdkoœæ i zdolnoœæ manewrowania. Wymagaj¹ tak¿e sta³ych dostaw paliwa i jeœli te zostan¹ przerwane, jednostki pancerne stan¹ siê bezu¿yteczne.;;;;;x,,,
LDESC_ARMOR;Armoured units allow real projection of power on the battlefield. Their speed and firepower make them lethal against all but the best entrenched Infantry. However, as tanks became heaver, their speeds would reduce accordingly.  They also required a constant supply of fuel to remain in the field, and if this vital supply was severed, the armoured unit would be next to useless.;Les unités blindées vous permettent de manifester directement votre puissance sur le champ de bataille. Leur vitesse et leur puissance de feu sont fatales aux unités d’infanteries non retranchées. Toutefois, le poids croissant des chars réduit d’autant leur vitesse. D’autre part ils nécessitent un réapprovisionnement constant en carburant pour rester opérationnels. Si cette ressource vitale venait à s’épuiser les unités blindées deviendraient totalement inutiles.;Le unità corazzate permettono di far sentire la vera potenza militare sul campo di battaglia. La loro velocità e la potenza di fuoco le rendono letali contro qualsiasi unità, a parte la fanteria trincerata. Man mano che i carri armati diventano più pesanti, la loro rapidità di movimento si riduce di conseguenza. Queste unità richiedono un rifornimento regolare di carburante per rimanere in campo: qualora venisse a mancare, diverrebbero quasi inutili.;Las unidades blindadas permiten toda una 'proyección de poder' en el campo de batalla. Su velocidad y potencia de fuego las hace letales contra todo, excepto la infantería mejor atrincherada. Sin embargo, a medida que los tanques se hacen más pesados, su velocidad se reduce en consonancia.  También necesitan de un suministro constante de combustible para permanecer en el campo de batalla y, si el abastecimiento se ve cortado, los tanques serán prácticamente inútiles.;Panzereinheiten bedeuten eine echte Machtprojektion auf dem Schlachtfeld. Ihre Geschwindigkeit und Feuerkraft nützt sogar der besten verschanzten Infanterie nichts. Je schwerer die Panzer, desto langsamer sind sie. Sie müssen im Feld ständig mit Treibstoff versorgt werden und wenn dies nicht gewährleistet ist, ist Ihre Panzerdivision so gut wie nichts mehr wert.;Jednostki pancerne umo¿liwiaj¹ prawdziwy pokaz si³y na polu walki. Ich szybkoœæ i si³a ognia czyni¹ je zabójczymi dla ka¿dego rodzaju piechoty, za wyj¹tkiem jednostek najlepiej okopanych. Jednak wraz ze wzrostem masy czo³gów, maleje ich prêdkoœæ i zdolnoœæ manewrowania. Wymagaj¹ tak¿e sta³ych dostaw paliwa i jeœli te zostan¹ przerwane, jednostki pancerne stan¹ siê bezu¿yteczne.;;;;;x,,
